video_key,video_annotation_type,video_path,video_relpath,video_size_bytes,video_mtime_ns,container_reported_frames,frames_read_before_stop,read_minus_reported,stop_reason,error_message,decoder_backend,fallback_reason,decode_seconds,decoding_completed,header_source,header_probe_error,decoded_width,decoded_height,decoder_package_version,packets_processed,frames_returned_during_flush,copy_seconds,gpu_device,needs_review
055bbbec392b4f3a,fully_unlabelled,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/unlabelled_videos/055bbbec392b4f3a.mp4,unlabelled_videos/055bbbec392b4f3a.mp4,736094508,1762784816000000000,36533,36533,0,read_completed,,nvdec,,5.139530943999944,True,pyav_container_header,,336,336,2.2.3,36534,12,9.869621565999978,"{""cuda_driver_api_version"": 13000, ""cuda_visible_device_count"": 1, ""gpu_id"": 0, ""gpu_name"": ""NVIDIA RTX PRO 6000 Blackwell Server Edition"", ""nvdec_driver_library_available"": true}",False
08d09e4d7aa140f7,fully_unlabelled,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/unlabelled_videos/08d09e4d7aa140f7.mp4,unlabelled_videos/08d09e4d7aa140f7.mp4,930884939,1748020108000000000,38990,38990,0,read_completed,,nvdec,,5.646351197999934,True,pyav_container_header,,336,336,2.2.3,38991,12,9.219771537000042,"{""cuda_driver_api_version"": 13000, ""cuda_visible_device_count"": 1, ""gpu_id"": 0, ""gpu_name"": ""NVIDIA RTX PRO 6000 Blackwell Server Edition"", ""nvdec_driver_library_available"": true}",False
1342422630854f70,fully_unlabelled,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/unlabelled_videos/1342422630854f70.mp4,unlabelled_videos/1342422630854f70.mp4,1171233257,1740834089000000000,58968,58968,0,read_completed,,nvdec,,8.144700409000052,True,pyav_container_header,,336,336,2.2.3,58969,12,19.084464089999983,"{""cuda_driver_api_version"": 13000, ""cuda_visible_device_count"": 1, ""gpu_id"": 0, ""gpu_name"": ""NVIDIA RTX PRO 6000 Blackwell Server Edition"", ""nvdec_driver_library_available"": true}",False
199b056fd09f47c9,fully_unlabelled,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/unlabelled_videos/199b056fd09f47c9.mp4,unlabelled_videos/199b056fd09f47c9.mp4,512790175,1718109866000000000,25853,25853,0,read_completed,,nvdec,,3.6437397969999665,True,pyav_container_header,,336,336,2.2.3,25854,12,8.163641509000058,"{""cuda_driver_api_version"": 13000, ""cuda_visible_device_count"": 1, ""gpu_id"": 0, ""gpu_name"": ""NVIDIA RTX PRO 6000 Blackwell Server Edition"", ""nvdec_driver_library_available"": true}",False
1a14ba6768604ae2,fully_unlabelled,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/unlabelled_videos/1a14ba6768604ae2.mp4,unlabelled_videos/1a14ba6768604ae2.mp4,510981246,1760626620000000000,22571,22571,0,read_completed,,nvdec,,3.3909660189999613,True,pyav_container_header,,336,336,2.2.3,22572,12,4.280583442999955,"{""cuda_driver_api_version"": 13000, ""cuda_visible_device_count"": 1, ""gpu_id"": 0, ""gpu_name"": ""NVIDIA RTX PRO 6000 Blackwell Server Edition"", ""nvdec_driver_library_available"": true}",False
2213cbc25f124b25,fully_unlabelled,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/unlabelled_videos/2213cbc25f124b25.mp4,unlabelled_videos/2213cbc25f124b25.mp4,625894700,1751036447000000000,29491,29491,0,read_completed,,nvdec,,4.391142019999961,True,pyav_container_header,,336,336,2.2.3,29492,12,9.506825191000075,"{""cuda_driver_api_version"": 13000, ""cuda_visible_device_count"": 1, ""gpu_id"": 0, ""gpu_name"": ""NVIDIA RTX PRO 6000 Blackwell Server Edition"", ""nvdec_driver_library_available"": true}",False
2317d66500394077,fully_unlabelled,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/unlabelled_videos/2317d66500394077.mp4,unlabelled_videos/2317d66500394077.mp4,2147627841,1758115546000000000,87894,87894,0,read_completed,,nvdec,,12.390961869999956,True,pyav_container_header,,336,336,2.2.3,87895,12,29.514711114999955,"{""cuda_driver_api_version"": 13000, ""cuda_visible_device_count"": 1, ""gpu_id"": 0, ""gpu_name"": ""NVIDIA RTX PRO 6000 Blackwell Server Edition"", ""nvdec_driver_library_available"": true}",False
231eb3a0fae54b98,fully_unlabelled,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/unlabelled_videos/231eb3a0fae54b98.mp4,unlabelled_videos/231eb3a0fae54b98.mp4,593702580,1725015916000000000,23590,23590,0,read_completed,,nvdec,,3.6390749430000824,True,pyav_container_header,,336,336,2.2.3,23591,10,7.919605291999915,"{""cuda_driver_api_version"": 13000, ""cuda_visible_device_count"": 1, ""gpu_id"": 0, ""gpu_name"": ""NVIDIA RTX PRO 6000 Blackwell Server Edition"", ""nvdec_driver_library_available"": true}",False
23f4d34a80d44c05,fully_unlabelled,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/unlabelled_videos/23f4d34a80d44c05.mp4,unlabelled_videos/23f4d34a80d44c05.mp4,448692346,1729429300000000000,22733,22733,0,read_completed,,nvdec,,3.3925111899999365,True,pyav_container_header,,336,336,2.2.3,22734,12,5.166340971999944,"{""cuda_driver_api_version"": 13000, ""cuda_visible_device_count"": 1, ""gpu_id"": 0, ""gpu_name"": ""NVIDIA RTX PRO 6000 Blackwell Server Edition"", ""nvdec_driver_library_available"": true}",False
23fb85eefa314dc3,fully_unlabelled,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/unlabelled_videos/23fb85eefa314dc3.mp4,unlabelled_videos/23fb85eefa314dc3.mp4,1053744911,1731682222000000000,52844,52844,0,read_completed,,nvdec,,7.145772244999989,True,pyav_container_header,,336,336,2.2.3,52845,12,16.559580210000036,"{""cuda_driver_api_version"": 13000, ""cuda_visible_device_count"": 1, ""gpu_id"": 0, ""gpu_name"": ""NVIDIA RTX PRO 6000 Blackwell Server Edition"", ""nvdec_driver_library_available"": true}",False
